"","X","id","data","n","model","acquisition","logloss","par1","par2","tau","beta","predloss"
"10126",1,96,"linear",150,"KAL","UCB",190.441429909325,5.10108000916377e+82,0.0105418989459352,1.20979231879374,0.00673827981465679,0.205605677234509
"10127",1,96,"linear",150,"GP","UCB",186.64735524542,1.14793274639575e+81,138.61695923522,126.836859862873,0.10339911589541,0.399680300997338
"10128",1,96,"linear",150,"MEB","Thompon",196.870333745175,3.16009105065313e+85,NA,1.41517018440582,NA,0.359832845295414
"10129",1,96,"linear",150,"KAL","Thompon",196.808703777414,2.97121474106295e+85,0.166184981495142,1.34318472679171,NA,0.361880139239205
"10130",1,96,"linear",150,"GP","Thompon",199.476011143267,4.2788879273745e+86,124.30913952286,5.18928570496248,NA,0.360592984503673
"10131",1,96,"linear",150,"MEB","ProbOfImp",201.108039473507,2.18832493876842e+87,NA,1.70687387332596,NA,0.243622239770363
"10132",1,96,"linear",150,"KAL","ProbOfImp",201.074963462581,2.11712782820497e+87,139.034140205661,1.63931425353234,NA,0.246206217722155
"10133",1,96,"linear",150,"GP","ProbOfImp",183.410551676785,4.51014511943763e+79,144.289314393337,146.903351654465,NA,0.667746116916637
"10134",1,96,"linear",150,"MEB","ExpectedImp",200.490190315967,1.17973191912584e+87,NA,8.49962223221358,NA,0.226831886570535
"10135",1,96,"linear",150,"KAL","ExpectedImp",200.490771093491,1.18041727991065e+87,0.408805286638434,7.92113483500944,NA,0.223428803021316
"10136",1,96,"linear",150,"GP","ExpectedImp",203.17876014441,1.73545905069125e+88,108.504036867281,2.8090225157815,NA,0.843589662249187
"10137",1,97,"linear",10,"MEB","UCB",11.9483771099286,154566.099132473,NA,0.428246183764874,0.00679882620769205,0.239722052008992
"10138",1,97,"linear",10,"KAL","UCB",11.9480634090484,154517.619215616,0.0411380312101338,0.485573868533104,0.00676077899932108,0.238394992608673
"10139",1,97,"linear",10,"LIN","UCB",11.2273132999633,NA,NA,1.19120898023466,0.0193488918348017,0
"10140",1,97,"linear",10,"GP","UCB",10.5026177932137,36410.693691537,5.53570364407745,6.38170676750874,0.211327418150034,0
"10141",1,97,"linear",10,"MEB","Thompon",9.33659362927358,11345.6946989853,NA,25.3554231969716,NA,0.776645704944491
"10142",1,97,"linear",10,"KAL","Thompon",9.49027115103176,13230.3822721208,1.28425050755174,15.7929681027836,NA,0.594155997442769
"10143",1,97,"linear",10,"LIN","Thompon",11.6875165331002,NA,NA,1.61444797098067,NA,0
"10144",1,97,"linear",10,"GP","Thompon",7.16183963763352,1289.28056164987,1.49711491249684,76.6684473656145,NA,0.644353604317384
"10145",1,97,"linear",10,"MEB","ProbOfImp",12.4766493708099,262144.031648888,NA,0.00673809946524546,NA,4.2830874180666e-08
"10146",1,97,"linear",10,"KAL","ProbOfImp",12.4766493617914,262144.029284734,59.4890788453371,0.00673914070949477,NA,3.96314704387279e-08
"10147",1,97,"linear",10,"LIN","ProbOfImp",12.2874946745953,NA,NA,1.47671898549883,NA,0
"10148",1,97,"linear",10,"GP","ProbOfImp",10.941724516031,56484.6679183148,5.61430819379907,38.7842158002572,NA,0
"10149",1,97,"linear",10,"MEB","ExpectedImp",12.4416387206688,253125.000968415,NA,18.9170317919782,NA,0
"10150",1,97,"linear",10,"KAL","ExpectedImp",12.4416403752408,253125.419782317,0.0604671710257493,9.05487071050051,NA,0
"10151",1,97,"linear",10,"LIN","ExpectedImp",12.1077265633335,NA,NA,1.210908286794,NA,0
"10152",1,97,"linear",10,"GP","ExpectedImp",11.1180211914468,67374.4531352087,1.10287253157468,145.72414809177,NA,0
"10153",1,97,"linear",30,"MEB","UCB",39.3721828358135,125638211682165328,NA,3.19234571597746,0.00697830683753711,0.120143246512722
"10154",1,97,"linear",30,"KAL","UCB",39.370621947179,125442257396687680,0.0108614904835577,0.508138187415324,0.00674022148690024,0.204111294598169
"10155",1,97,"linear",30,"LIN","UCB",39.71947227513,NA,NA,0.374159053580901,0.145463225841375,0.0341197491978034
"10156",1,97,"linear",30,"GP","UCB",34.308669620633,794448771280822,2.69849451770234,63.28193710783,0.0667110035490831,0.658466600852564
"10157",1,97,"linear",30,"MEB","Thompon",37.0219006216625,11978629974436678,NA,5.71893967014566,NA,0
"10158",1,97,"linear",30,"KAL","Thompon",35.9859002458906,4250870778379682,2.8143876520054,11.365826320965,NA,0.521193194726544
"10159",1,97,"linear",30,"LIN","Thompon",40.0780987304443,NA,NA,0.442775428067808,NA,0
"10160",1,97,"linear",30,"GP","Thompon",36.8430408995883,10016808226850970,0.051861483059225,6.29752535443277,NA,0
"10161",1,97,"linear",30,"MEB","ProbOfImp",40.20253651075,288230387183192704,NA,0.00673986698738328,NA,1.57082573615241e-08
